Absolute Zero,0,0.28,0.73
Pastel magenta,0.96,0.6,0.76
Pastel orange,1,0.7,0.28
Pastel pink,0.87,0.65,0.64
Pastel purple,0.7,0.62,0.71
Pastel red,1,0.41,0.38
Pastel violet,0.8,0.6,0.79
Pastel yellow,0.99,0.99,0.59
Patriarch,0.5,0,0.5
Payne's grey,0.33,0.41,0.47
Peach,1,0.9,0.71
Peach,1,0.8,0.64
Peach-orange,1,0.8,0.6
Peach puff,1,0.85,0.73
Peach Burst,0.95,0.6,0.6
Peach-yellow,0.98,0.87,0.68
Pear,0.82,0.89,0.19
Pearl,0.92,0.88,0.78
Pearl Aqua,0.53,0.85,0.75
Pearly purple,0.72,0.41,0.64
Penguin White,0.96,0.95,0.94
Peridot,0.9,0.89,0
Periwinkle,0.8,0.8,1
Periwinkle (Crayola),0.76,0.8,0.9
Permanent Geranium Lake,0.88,0.17,0.17
Persian blue,0.11,0.22,0.73
Persian green,0,0.65,0.58
Persian indigo,0.2,0.07,0.48
Persian orange,0.85,0.56,0.35
Persian pink,0.97,0.5,0.75
Persian plum,0.44,0.11,0.11
Persian red,0.8,0.2,0.2
Persian rose,1,0.16,0.64
Persimmon,0.93,0.35,0
Peru,0.8,0.52,0.25
Pewter Blue,0.55,0.66,0.72
Philippine blue,0,0.22,0.65
Philippine bronze,0.43,0.23,0.03
Philippine brown,0.36,0.1,0.09
Philippine gold,0.69,0.45,0.02
Philippine golden yellow,0.99,0.87,0.09
Philippine gray,0.55,0.55,0.55
Philippine green,0,0.52,0.26
Philippine orange,1,0.45,0
Philippine pink,1,0.1,0.56
Philippine red,0.81,0.07,0.15
Philippine silver,0.7,0.7,0.7
Philippine violet,0.51,0,0.5
Philippine yellow,1,0.8,0
Phlox,0.87,0,1
Phthalo blue,0,0.06,0.54
Phthalo green,0.07,0.21,0.14
Picton blue,0.27,0.69,0.91
Pictorial carmine,0.76,0.04,0.31
Piggy pink,0.99,0.87,0.9
Pine green,0,0.47,0.44
Pine tree,0.16,0.18,0.14
Pineapple,0.34,0.24,0.05
Pink,1,0.75,0.8
Pink (Pantone),0.84,0.28,0.58
Pink flamingo,0.99,0.45,0.99
Pink lace,1,0.87,0.96
Pink lavender,0.85,0.7,0.82
Pink-orange,1,0.6,0.4
Pink pearl,0.91,0.67,0.81
Pink raspberry,0.6,0,0.21
Pink Sherbet,0.97,0.56,0.65
Pistachio,0.58,0.77,0.45
Pixie Powder,0.22,0.07,0.52
Platinum,0.9,0.89,0.89
Plum,0.56,0.27,0.52
Plum (web),0.87,0.63,0.87
Plump Purple,0.35,0.27,0.7
Poker Green,0.21,0.4,0.3
Polished Pine,0.36,0.64,0.58
Pomegranate,0.4,0.05,0.13
Pomelo,0.59,0.65,0.24
Pomelo White,0.98,1,0.89
Pomelo Olive,0.75,0.74,0.44
Pomp and Power,0.53,0.38,0.56
Poppy Petal,0.96,0.63,0.55
Popstar,0.75,0.31,0.38
Portland Orange,1,0.35,0.21
Porcupine,0.58,0.41,0
Powder blue,0.69,0.88,0.9
Princess Perfume,1,0.52,0.81
Princeton orange,0.96,0.5,0.15
Prune,0.44,0.11,0.11
Prussian blue,0,0.19,0.33
Psychedelic purple,0.87,0,1
Puce,0.8,0.53,0.6
Puce red,0.45,0.18,0.22
Pullman Brown (UPS Brown),0.39,0.25,0.09
Pullman Green,0.23,0.2,0.11
Pumpkin,1,0.46,0.09
Purple,0.42,0.05,0.68
Purple (HTML),0.5,0,0.5
Purple (Munsell),0.62,0,0.77
Purple (X11),0.63,0.13,0.94
Purple Heart,0.41,0.21,0.61
Purple mountain majesty,0.59,0.47,0.71
Purple navy,0.31,0.32,0.5
Purple pizzazz,1,0.31,0.85
Purple Plum,0.61,0.32,0.71
Purple taupe,0.31,0.25,0.3
Purpureus,0.6,0.31,0.68
Quartz,0.32,0.28,0.31
Queen blue,0.26,0.42,0.58
Queen pink,0.91,0.8,0.84
Quick Silver,0.65,0.65,0.65
Quinacridone magenta,0.56,0.23,0.35
Quincy,0.42,0.33,0.27
Rackley,0.36,0.54,0.66
Radical Red,1,0.21,0.37
Raisin black,0.14,0.13,0.14
Rajah,0.98,0.67,0.38
Rambutan,0.78,0.07,0.2
Rambutan Red,0.65,0.13,0.15
Raspberry,0.89,0.04,0.36
Raspberry glace,0.57,0.37,0.43
Raspberry pink,0.89,0.31,0.6
Raspberry rose,0.7,0.27,0.42
Raw Sienna,0.84,0.54,0.35
Raw umber,0.51,0.4,0.27
Razzle dazzle rose,1,0.2,0.8
Razzmatazz,0.89,0.15,0.42
Razzmic Berry,0.55,0.31,0.52
Rebecca Purple,0.4,0.2,0.6
Red,1,0,0
Red (Crayola),0.93,0.13,0.3
Red (Munsell),0.95,0,0.24
Red (NCS),0.77,0.01,0.2
Red (Pantone),0.93,0.16,0.22
Red (pigment),0.93,0.11,0.14
Red (RYB),1,0.15,0.07
Red-brown,0.65,0.16,0.16
Red cola,0.71,0.13,0.13
Red devil,0.53,0,0.07
Red-orange,1,0.33,0.29
Red-orange (Crayola),1,0.41,0.12
Red-orange (Color wheel),1,0.27,0
Red-purple,0.89,0,0.47
Red Salsa,0.99,0.23,0.29
Red-violet,0.78,0.08,0.52
Red-violet (Crayola),0.75,0.27,0.56
Red-violet (Color wheel),0.57,0.17,0.24
Redwood,0.64,0.35,0.32
Regalia,0.32,0.18,0.5
Registration black,0,0,0
Resolution blue,0,0.14,0.53
Rhythm,0.47,0.46,0.59
Rich black,0,0.25,0.25
Rich black (FOGRA29),0,0.04,0.07
Rich black (FOGRA39),0,0.01,0.01
Rich brilliant lavender,0.95,0.65,1
Rich carmine,0.84,0,0.25
Rich electric blue,0.03,0.57,0.82
Rich lavender,0.65,0.42,0.81
Rich lilac,0.71,0.4,0.82
Rich maroon,0.69,0.19,0.38
Rifle green,0.27,0.3,0.22
Ripe mango,1,0.76,0.14
Roast coffee,0.44,0.26,0.25
Robin egg blue,0,0.8,0.8
Rocket metallic,0.54,0.5,0.5
Roman silver,0.51,0.54,0.59
Root beer,0.16,0.05,0.02
Rose,1,0,0.5
Rose bonbon,0.98,0.26,0.62
Rose Dust,0.62,0.37,0.44
Rose ebony,0.4,0.28,0.27
Rose garnet,0.59,0,0.27
Rose gold,0.72,0.43,0.47
Rose madder,0.89,0.15,0.21
Rose pink,1,0.4,0.8
Rose quartz,0.67,0.6,0.66
Rose quartz pink,0.74,0.33,0.61
Rose red,0.76,0.12,0.34
Rose taupe,0.56,0.36,0.36
Rose vale,0.67,0.31,0.32
Rosewood,0.4,0,0.04
Rosso corsa,0.83,0,0
Rosy brown,0.74,0.56,0.56
Royal azure,0,0.22,0.66
Royal blue (dark),0,0.14,0.4
Royal blue (light),0.25,0.41,0.88
Royal brown,0.32,0.23,0.21
Royal fuchsia,0.79,0.17,0.57
Royal green,0.07,0.38,0.03
Royal orange,0.98,0.57,0.27
Royal pink,0.91,0.22,0.58
Royal red,0.61,0.11,0.19
Royal red,0.82,0,0.38
Royal purple,0.47,0.32,0.66
Royal yellow,0.98,0.85,0.37
Ruber,0.81,0.27,0.46
Rubine red,0.82,0,0.34
Ruby,0.88,0.07,0.37
Ruby red,0.61,0.07,0.12
Ruddy,1,0,0.16
Ruddy brown,0.73,0.4,0.16
Ruddy pink,0.88,0.56,0.59
Rufous,0.66,0.11,0.03
Rum,0.44,0.4,0.46
Russet,0.5,0.27,0.11
Russian green,0.4,0.57,0.4
Russian violet,0.2,0.09,0.3
Rust,0.72,0.25,0.05
Rusty red,0.85,0.17,0.26
Sacramento State green,0.02,0.22,0.15
Saddle brown,0.55,0.27,0.07
Safety orange,1,0.47,0
Safety orange (blaze orange),1,0.4,0
Safety yellow,0.93,0.82,0.01
Saffron,0.96,0.77,0.19
Sage,0.74,0.72,0.54
St. Patrick's blue,0.14,0.16,0.48
Salmon,0.98,0.5,0.45
Salmon pink,1,0.57,0.64
Salmon Rose,0.91,0.59,0.55
Samsung blue,0.07,0.15,0.62
Sand,0.76,0.7,0.5
Sand dune,0.59,0.44,0.09
Sandstorm,0.93,0.84,0.25
Sandy brown,0.96,0.64,0.38
Sandy Tan,0.99,0.85,0.71
Sandy taupe,0.59,0.44,0.09
Sangria,0.57,0,0.04
Sap green,0.31,0.49,0.16
Sapphire,0.06,0.32,0.73
Sapphire blue,0,0.4,0.65
Sapphire (Crayola),0.18,0.36,0.63
Sasquatch Socks,1,0.27,0.51
Satin sheen gold,0.8,0.63,0.21
Scarlet,1,0.14,0
Schauss pink,1,0.57,0.69
School bus yellow,1,0.85,0
Screamin' Green,0.4,1,0.4
Sea blue,0,0.41,0.58
Sea Foam Green,0.76,0.89,0.75
Sea green,0.18,0.55,0.34
Sea green (Crayola),0,1,0.8
Sea Serpent,0.29,0.78,0.81
Seal brown,0.2,0.08,0.08
Seashell,1,0.96,0.93
Selective yellow,1,0.73,0
Sepia,0.44,0.26,0.08
Sesame Street Green,0,0.66,0.44
Shadow,0.54,0.47,0.36
Shadow blue,0.47,0.55,0.65
Shampoo,1,0.81,0.95
Shamrock green,0,0.62,0.38
Shandy,1,0.9,0.44
Sheen green,0.56,0.83,0
Shimmering Blush,0.85,0.53,0.58
Shiny Shamrock,0.37,0.65,0.47
Shocking pink,0.99,0.06,0.75
Shocking pink (Crayola),1,0.44,1
Sienna,0.53,0.18,0.09
Silver,0.75,0.75,0.75
Silver (Crayola),0.79,0.75,0.73
Silver (Metallic),0.67,0.66,0.68
Silver chalice,0.67,0.67,0.67
Silver foil,0.69,0.69,0.68
Silver Lake blue,0.36,0.54,0.73
Silver pink,0.77,0.68,0.68
Silver sand,0.75,0.76,0.76
Sinopia,0.8,0.25,0.04
Sizzling Red,1,0.22,0.33
Sizzling Sunrise,1,0.86,0
Skobeloff,0,0.45,0.45
Sky blue,0.53,0.81,0.92
Sky blue (Crayola),0.46,0.84,0.92
Sky magenta,0.81,0.44,0.69
Slate blue,0.42,0.35,0.8
Slate gray,0.44,0.5,0.56
Slimy green,0.16,0.59,0.09
Smalt (Dark powder blue),0,0.2,0.6
Smashed Pumpkin,1,0.43,0.23
Smitten,0.78,0.25,0.53
Smoke,0.45,0.51,0.46
Smokey Topaz,0.51,0.16,0.13
Smoky black,0.06,0.05,0.03
Smoky Topaz,0.58,0.24,0.25
Snow,1,0.98,0.98
Soap,0.81,0.78,0.94
Soldier Green,0.33,0.35,0.17
Solid pink,0.54,0.22,0.26
Sonic silver,0.46,0.46,0.46
Spartan Crimson,0.62,0.07,0.09
Space cadet,0.11,0.16,0.32
Spanish bistre,0.5,0.46,0.2
Spanish blue,0,0.44,0.72
Spanish carmine,0.82,0,0.28
Spanish crimson,0.9,0.1,0.3
Spanish gray,0.6,0.6,0.6
Spanish green,0,0.57,0.31
Spanish orange,0.91,0.38,0
Spanish pink,0.97,0.75,0.75
Spanish purple,0.4,0.01,0.24
Spanish red,0.9,0,0.15
Spanish sky blue,0,1,1
Spanish violet,0.3,0.16,0.51
Spanish viridian,0,0.5,0.36
Spanish yellow,0.96,0.71,0.07
Spicy mix,0.55,0.37,0.3
Sponge,0.99,1,0.01
Spiro Disco Ball,0.06,0.75,0.99
Spring bud,0.65,0.99,0
Spring Frost,0.53,1,0.16
Spring green,0,1,0.5
Spring green (Crayola),0.93,0.92,0.74
Sprint Red,0.93,0.13,0.19
Sprint Yellow,1,0.87,0.02
Star command blue,0,0.48,0.72
Steel blue,0.27,0.51,0.71
Steel pink,0.8,0.2,0.8
Steel Teal,0.37,0.54,0.55
Stil de grain yellow,0.98,0.85,0.37
Stizza,0.6,0,0
Stop red,0.81,0.08,0.17
Stormcloud,0.31,0.4,0.42
Stone Terrace,0.63,0.58,0.52
Straw,0.89,0.85,0.44
Strawberry,0.99,0.35,0.55
Strawberry Daiquiri,0.85,0.27,0.24
Strawberry Jam,0.55,0.09,0.1
Strawberry iced tea,0.99,0.35,0.55
Strawberry red,0.78,0.25,0.29
Strong boy pink,0.91,0.22,0.62
Sugar Plum,0.57,0.31,0.46
Sunburnt Cyclops,1,0.25,0.3
Sunglow,1,0.8,0.2
Sunny,0.95,0.95,0.48
Sunray,0.89,0.67,0.34
Sunset,0.98,0.84,0.65
Sunset Yellow,1,0.79,0.13
Super pink,0.81,0.42,0.66
Sweet Brown,0.66,0.22,0.19
Sweet Sixteen,0.95,0.62,0.67
Tan,0.82,0.71,0.55
Tan (Crayola),0.85,0.6,0.42
Tangelo,0.98,0.3,0
Tangerine,0.95,0.52,0
Tangerine yellow,1,0.8,0
Tango pink,0.89,0.44,0.48
Taobao Orange,1,0.26,0
Tart Orange,0.98,0.3,0.27
Taupe,0.28,0.24,0.2
Taupe gray,0.55,0.52,0.54
Tea green,0.82,0.94,0.75
Tea rose,0.97,0.51,0.47
Tea rose,0.96,0.76,0.76
Teal,0,0.5,0.5
Teal blue,0.21,0.46,0.53
Teal deer,0.6,0.9,0.7
Teal green,0,0.51,0.5
Telemagenta,0.81,0.2,0.46
Temptress,0.24,0.13,0.15
Tenné (tawny),0.8,0.34,0
Terra cotta,0.89,0.45,0.36
Thistle,0.85,0.75,0.85
3,0.92,0.69,0.84
Thulian pink,0.87,0.44,0.63
Tickle Me Pink,0.99,0.54,0.67
Tiffany Blue,0.04,0.73,0.71
Timberwolf,0.86,0.84,0.82
Titanium,0.53,0.53,0.51
Titanium yellow,0.93,0.9,0
Tomato,1,0.39,0.28
Tomato sauce,0.7,0.09,0.03
Toolbox,0.45,0.42,0.75
Tooth,1,0.98,0.98
Topaz,1,0.78,0.49
Tractor red,0.99,0.05,0.21
Trolley grey,0.5,0.5,0.5
Tropical rain forest,0,0.46,0.37
Tropical violet,0.8,0.64,0.87
True Blue,0,0.45,0.81
Tufts blue,0.24,0.56,0.87
Tulip,1,0.53,0.55
Tumbleweed,0.87,0.67,0.53
Turkish rose,0.71,0.45,0.51
Turquoise,0.25,0.88,0.82
Turquoise blue,0,1,0.94
Turquoise green,0.63,0.84,0.71
Turquoise Surf,0,0.77,0.8
Turtle green,0.54,0.6,0.36
Tuscan,0.98,0.84,0.65
Tuscan brown,0.44,0.31,0.22
Tuscan red,0.49,0.28,0.28
Tuscan tan,0.65,0.48,0.36
Tuscany,0.75,0.6,0.6
Twilight lavender,0.54,0.29,0.42
Twitter blue,0.15,0.65,0.87
Tyrian purple,0.4,0.01,0.24
UA blue,0,0.2,0.67
UA red,0.85,0,0.3
Ube,0.53,0.47,0.76
UE red,0.73,0,0
UFO Green,0.24,0.82,0.44
Ultramarine,0.07,0.04,0.56
Ultramarine blue,0.25,0.4,0.96
Ultra pink,1,0.44,1
Ultra red,0.99,0.42,0.52
Umber,0.39,0.32,0.28
Unbleached silk,1,0.87,0.79
United Nations blue,0.36,0.57,0.9
Unmellow yellow,1,1,0.4
UP Forest green,0,0.27,0.13
UP maroon,0.48,0.07,0.07
Upsdell red,0.68,0.13,0.16
Urobilin,0.88,0.68,0.13
USAFA blue,0,0.31,0.6
Vampire black,0.03,0.03,0.03
Van Dyke brown,0.4,0.26,0.16
Vanilla,0.95,0.9,0.67
Vanilla ice,0.95,0.56,0.66
Vegas gold,0.77,0.7,0.35
Venetian red,0.78,0.03,0.08
Verdigris,0.26,0.7,0.68
Verizon Red,0.8,0.02,0.04
Verizon Red (2000-2015),0.93,0.11,0.14
Vermilion,0.89,0.26,0.2
Vermilion,0.85,0.22,0.12
Veronica,0.63,0.13,0.94
Verse green,0.09,0.53,0.05
Very light azure,0.45,0.73,0.98
Very light blue,0.4,0.4,1
Very light malachite green,0.39,0.91,0.53
Very light tangelo,1,0.69,0.47
Very pale orange,1,0.87,0.75
Very pale yellow,1,1,0.75
Vine Green,0.22,0.64,0.16
Violet,0.56,0,1
Violet (color wheel),0.5,0,1
Violet (crayola),0.59,0.24,0.5
Violet (RYB),0.53,0,0.69
Violet (web),0.93,0.51,0.93
Violet-blue,0.2,0.29,0.7
Violet-blue (Crayola),0.46,0.43,0.78
Violet-red,0.97,0.33,0.58
Violet-red,0.54,0.08,0.27
Violets Are Blue,0.51,0.4,0.96
Violin Brown,0.4,0.27,0.01
Viridian,0.25,0.51,0.43
Viridian green,0,0.59,0.6
Vista blue,0.49,0.62,0.85
Vivaldi Red,0.94,0.22,0.22
Vivid amber,0.8,0.6,0
Vivid auburn,0.57,0.15,0.14
Vivid burgundy,0.62,0.11,0.21
Vivid cerise,0.85,0.11,0.51
Vivid cerulean,0,0.67,0.93
Vivid crimson,0.8,0,0.2
Vivid gamboge,1,0.6,0
Vivid lime green,0.65,0.84,0.03
Vivid malachite,0,0.8,0.2
Vivid mulberry,0.72,0.05,0.89
Vivid orange,1,0.37,0
Vivid orange peel,1,0.63,0
Vivid orchid,0.8,0,1
Vivid raspberry,1,0,0.42
Vivid red,0.97,0.05,0.1
Vivid red-tangelo,0.87,0.38,0.14
Vivid sky blue,0,0.8,1
Vivid tangelo,0.94,0.45,0.15
Vivid tangerine,1,0.63,0.54
Vivid vermilion,0.9,0.38,0.14
Vivid violet,0.62,0,1
Vivid yellow,1,0.89,0.01
Vodka,0.75,0.75,0.93
Volt,0.8,1,0
Warm black,0,0.26,0.26
Watermelon Yellow,0.93,1,0.11
Waterspout,0.64,0.96,0.98
Weebly Blue,0.12,0.56,0.93
Weebly Orange,1,0.6,0
Wenge,0.39,0.33,0.32
Wheat,0.96,0.87,0.7
White,1,1,1
White chocolate,0.93,0.9,0.84
White coffee,0.9,0.88,0.83
White smoke,0.96,0.96,0.96
Wild blue yonder,0.64,0.68,0.82
Wild orchid,0.83,0.44,0.64
Wild Strawberry,1,0.26,0.64
Wild watermelon,0.99,0.42,0.52
Willpower orange,0.99,0.35,0
Windsor tan,0.65,0.33,0.01
Wine,0.45,0.18,0.22
Wine red,0.69,0.07,0.15
Wine dregs,0.4,0.19,0.28
Winter Sky,1,0,0.49
Winter Wizard,0.63,0.9,1
Wintergreen Dream,0.34,0.53,0.49
Wisteria,0.79,0.63,0.86
Wood brown,0.76,0.6,0.42
Xbox Green,0.05,0.48,0.05
Xiaomi Orange,0.99,0.29,0
Yale Blue,0.06,0.3,0.57
Yankees blue,0.11,0.16,0.25
Yellow,1,1,0
Yellow (Crayola),0.99,0.91,0.51
Yellow (Munsell),0.94,0.8,0
Yellow (NCS),1,0.83,0
Yellow (Pantone),1,0.87,0
Yellow (process),1,0.94,0
Yellow (RYB),1,1,0.2
Yellow-green,0.6,0.8,0.2
Yellow-green (Crayola),0.77,0.89,0.52
Yellow-green (Color Wheel),0.19,0.7,0.1
Yellow Orange,1,0.68,0.26
Yellow Orange (Color Wheel),1,0.58,0.02
Yellow rose,1,0.94,0
Yellow Sunshine,1,0.97,0
YInMn Blue,0.18,0.31,0.56
Youtube red,0.7,0.03,0.11
Zaffre,0,0.08,0.66
Zebra White,0.96,0.96,0.96
Zinnwaldite,0.92,0.76,0.69
Zinnwaldite brown,0.17,0.09,0.03
Zomp,0.22,0.65,0.56